"","week","treatment_id","experiment","click_sum","week_fac","prob_based","exp_factor","click_ind","country"
"1452",1,6,1,108,"week  1","rel_prob_email","1",1,"US"
"1454",1,5,1,92,"week  1","prob_email","1",1,"US"
"1455",1,3,1,152,"week  1","no_prob","1",1,"US"
"1466",1,2,1,0,"week  1","no_prob","1",0,"US"
"1479",1,6,1,40,"week  1","rel_prob_email","1",1,"US"
"1481",1,6,1,125,"week  1","rel_prob_email","1",1,"US"
"1482",1,2,1,222,"week  1","no_prob","1",1,"US"
"1485",1,3,1,40,"week  1","no_prob","1",1,"US"
"1486",1,3,1,112,"week  1","no_prob","1",1,"US"
"1488",1,5,1,4,"week  1","prob_email","1",1,"US"
"1495",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1496",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1498",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1499",1,2,1,40,"week  1","no_prob","1",1,"US"
"1501",1,3,1,0,"week  1","no_prob","1",0,"US"
"1503",1,3,1,0,"week  1","no_prob","1",0,"US"
"1504",1,5,1,0,"week  1","prob_email","1",0,"US"
"1506",1,2,1,438,"week  1","no_prob","1",1,"US"
"1509",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1513",1,5,1,0,"week  1","prob_email","1",0,"US"
"1515",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1516",1,2,1,0,"week  1","no_prob","1",0,"US"
"1518",1,1,1,0,"week  1","no_email","1",0,"US"
"1521",1,3,1,38,"week  1","no_prob","1",1,"US"
"1523",1,4,1,0,"week  1","prob_email","1",0,"US"
"1524",1,3,1,0,"week  1","no_prob","1",0,"US"
"1525",1,3,1,0,"week  1","no_prob","1",0,"US"
"1528",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1529",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1534",1,5,1,0,"week  1","prob_email","1",0,"US"
"1535",1,5,1,50,"week  1","prob_email","1",1,"US"
"1536",1,5,1,0,"week  1","prob_email","1",0,"US"
"1539",1,1,1,170,"week  1","no_email","1",1,"US"
"1541",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1542",1,6,1,80,"week  1","rel_prob_email","1",1,"US"
"1547",1,5,1,0,"week  1","prob_email","1",0,"US"
"1551",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1552",1,6,1,136,"week  1","rel_prob_email","1",1,"US"
"1553",1,5,1,0,"week  1","prob_email","1",0,"US"
"1555",1,3,1,0,"week  1","no_prob","1",0,"US"
"1558",1,4,1,0,"week  1","prob_email","1",0,"US"
"1560",1,2,1,90,"week  1","no_prob","1",1,"US"
"1561",1,4,1,0,"week  1","prob_email","1",0,"US"
"1564",1,7,1,8,"week  1","rel_prob_email","1",1,"US"
"1567",1,2,1,96,"week  1","no_prob","1",1,"US"
"1571",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1574",1,1,1,0,"week  1","no_email","1",0,"US"
"1586",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1587",1,3,1,0,"week  1","no_prob","1",0,"US"
"1589",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1590",1,6,1,310,"week  1","rel_prob_email","1",1,"US"
"1600",1,1,1,8,"week  1","no_email","1",1,"US"
"1605",1,7,1,4,"week  1","rel_prob_email","1",1,"US"
"1607",1,1,1,32,"week  1","no_email","1",1,"US"
"1609",1,5,1,560,"week  1","prob_email","1",1,"US"
"1616",1,2,1,0,"week  1","no_prob","1",0,"US"
"1619",1,5,1,80,"week  1","prob_email","1",1,"US"
"1624",1,5,1,0,"week  1","prob_email","1",0,"US"
"1626",1,4,1,0,"week  1","prob_email","1",0,"US"
"1627",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1628",1,7,1,24,"week  1","rel_prob_email","1",1,"US"
"1632",1,1,1,16,"week  1","no_email","1",1,"US"
"1636",1,3,1,28,"week  1","no_prob","1",1,"US"
"1638",1,2,1,0,"week  1","no_prob","1",0,"US"
"1643",1,1,1,53,"week  1","no_email","1",1,"US"
"1644",1,5,1,0,"week  1","prob_email","1",0,"US"
"1646",1,3,1,0,"week  1","no_prob","1",0,"US"
"1651",1,1,1,0,"week  1","no_email","1",0,"US"
"1652",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1656",1,3,1,0,"week  1","no_prob","1",0,"US"
"1658",1,2,1,1,"week  1","no_prob","1",1,"US"
"1661",1,5,1,20,"week  1","prob_email","1",1,"US"
"1662",1,5,1,0,"week  1","prob_email","1",0,"US"
"1663",1,5,1,0,"week  1","prob_email","1",0,"US"
"1666",1,2,1,0,"week  1","no_prob","1",0,"US"
"1669",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1673",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1678",1,3,1,0,"week  1","no_prob","1",0,"US"
"1679",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1681",1,5,1,82,"week  1","prob_email","1",1,"US"
"1682",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1688",1,6,1,304,"week  1","rel_prob_email","1",1,"US"
"1691",1,2,1,0,"week  1","no_prob","1",0,"US"
"1692",1,2,1,45,"week  1","no_prob","1",1,"US"
"1693",1,4,1,24,"week  1","prob_email","1",1,"US"
"1695",1,4,1,100,"week  1","prob_email","1",1,"US"
"1703",1,1,1,0,"week  1","no_email","1",0,"US"
"1715",1,1,1,0,"week  1","no_email","1",0,"US"
"1716",1,5,1,0,"week  1","prob_email","1",0,"US"
"1718",1,5,1,0,"week  1","prob_email","1",0,"US"
"1721",1,2,1,376,"week  1","no_prob","1",1,"US"
"1723",1,2,1,0,"week  1","no_prob","1",0,"US"
"1724",1,2,1,0,"week  1","no_prob","1",0,"US"
"1725",1,4,1,0,"week  1","prob_email","1",0,"US"
"1727",1,3,1,182,"week  1","no_prob","1",1,"US"
"1728",1,4,1,0,"week  1","prob_email","1",0,"US"
"1731",1,2,1,0,"week  1","no_prob","1",0,"US"
"1733",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1740",1,2,1,8,"week  1","no_prob","1",1,"US"
"1741",1,3,1,0,"week  1","no_prob","1",0,"US"
"1742",1,3,1,0,"week  1","no_prob","1",0,"US"
"1746",1,2,1,0,"week  1","no_prob","1",0,"US"
"1751",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1755",1,6,1,158,"week  1","rel_prob_email","1",1,"US"
"1763",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1766",1,3,1,0,"week  1","no_prob","1",0,"US"
"1772",1,2,1,0,"week  1","no_prob","1",0,"US"
"1775",1,7,1,32,"week  1","rel_prob_email","1",1,"US"
"1776",1,3,1,0,"week  1","no_prob","1",0,"US"
"1778",1,2,1,0,"week  1","no_prob","1",0,"US"
"1781",1,6,1,20,"week  1","rel_prob_email","1",1,"US"
"1787",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1794",1,7,1,155,"week  1","rel_prob_email","1",1,"US"
"1796",1,5,1,0,"week  1","prob_email","1",0,"US"
"1801",1,7,1,24,"week  1","rel_prob_email","1",1,"US"
"1804",1,5,1,0,"week  1","prob_email","1",0,"US"
"1805",1,6,1,12,"week  1","rel_prob_email","1",1,"US"
"1806",1,7,1,317,"week  1","rel_prob_email","1",1,"US"
"1810",1,3,1,24,"week  1","no_prob","1",1,"US"
"1822",1,2,1,100,"week  1","no_prob","1",1,"US"
"1824",1,5,1,0,"week  1","prob_email","1",0,"US"
"1826",1,3,1,0,"week  1","no_prob","1",0,"US"
"1834",1,4,1,0,"week  1","prob_email","1",0,"US"
"1835",1,4,1,66,"week  1","prob_email","1",1,"US"
"1841",1,1,1,50,"week  1","no_email","1",1,"US"
"1846",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1847",1,1,1,0,"week  1","no_email","1",0,"US"
"1850",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1856",1,3,1,0,"week  1","no_prob","1",0,"US"
"1860",1,3,1,0,"week  1","no_prob","1",0,"US"
"1862",1,2,1,204,"week  1","no_prob","1",1,"US"
"1863",1,4,1,8,"week  1","prob_email","1",1,"US"
"1864",1,4,1,0,"week  1","prob_email","1",0,"US"
"1865",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1866",1,6,1,24,"week  1","rel_prob_email","1",1,"US"
"1869",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1870",1,4,1,44,"week  1","prob_email","1",1,"US"
"1872",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1873",1,5,1,16,"week  1","prob_email","1",1,"US"
"1876",1,7,1,16,"week  1","rel_prob_email","1",1,"US"
"1878",1,4,1,0,"week  1","prob_email","1",0,"US"
"1883",1,2,1,154,"week  1","no_prob","1",1,"US"
"1888",1,3,1,37,"week  1","no_prob","1",1,"US"
"1889",1,1,1,35,"week  1","no_email","1",1,"US"
"1891",1,1,1,212,"week  1","no_email","1",1,"US"
"1895",1,5,1,0,"week  1","prob_email","1",0,"US"
"1897",1,7,1,4,"week  1","rel_prob_email","1",1,"US"
"1898",1,2,1,49,"week  1","no_prob","1",1,"US"
"1899",1,4,1,265,"week  1","prob_email","1",1,"US"
"1902",1,1,1,330,"week  1","no_email","1",1,"US"
"1906",1,5,1,0,"week  1","prob_email","1",0,"US"
"1908",1,4,1,20,"week  1","prob_email","1",1,"US"
"1909",1,4,1,0,"week  1","prob_email","1",0,"US"
"1914",1,3,1,170,"week  1","no_prob","1",1,"US"
"1922",1,6,1,262,"week  1","rel_prob_email","1",1,"US"
"1924",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1932",1,2,1,360,"week  1","no_prob","1",1,"US"
"1935",1,2,1,0,"week  1","no_prob","1",0,"US"
"1937",1,4,1,0,"week  1","prob_email","1",0,"US"
"1944",1,7,1,62,"week  1","rel_prob_email","1",1,"US"
"1949",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1952",1,5,1,0,"week  1","prob_email","1",0,"US"
"1955",1,1,1,0,"week  1","no_email","1",0,"US"
"1962",1,5,1,0,"week  1","prob_email","1",0,"US"
"1970",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"1972",1,7,1,4,"week  1","rel_prob_email","1",1,"US"
"1976",1,3,1,564,"week  1","no_prob","1",1,"US"
"1978",1,3,1,8,"week  1","no_prob","1",1,"US"
"1979",1,7,1,8,"week  1","rel_prob_email","1",1,"US"
"1980",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"1982",1,2,1,579,"week  1","no_prob","1",1,"US"
"1986",1,4,1,240,"week  1","prob_email","1",1,"US"
"1988",1,4,1,32,"week  1","prob_email","1",1,"US"
"1989",1,4,1,4,"week  1","prob_email","1",1,"US"
"1991",1,3,1,52,"week  1","no_prob","1",1,"US"
"1993",1,5,1,0,"week  1","prob_email","1",0,"US"
"1995",1,5,1,0,"week  1","prob_email","1",0,"US"
"1996",1,4,1,0,"week  1","prob_email","1",0,"US"
"1997",1,4,1,0,"week  1","prob_email","1",0,"US"
"1999",1,2,1,0,"week  1","no_prob","1",0,"US"
"2000",1,4,1,0,"week  1","prob_email","1",0,"US"
"2003",1,6,1,104,"week  1","rel_prob_email","1",1,"US"
"2004",1,3,1,0,"week  1","no_prob","1",0,"US"
"2012",1,3,1,40,"week  1","no_prob","1",1,"US"
"2018",1,3,1,28,"week  1","no_prob","1",1,"US"
"2020",1,7,1,28,"week  1","rel_prob_email","1",1,"US"
"2023",1,5,1,0,"week  1","prob_email","1",0,"US"
"2032",1,1,1,82,"week  1","no_email","1",1,"US"
"2033",1,1,1,0,"week  1","no_email","1",0,"US"
"2034",1,1,1,0,"week  1","no_email","1",0,"US"
"2035",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2036",1,3,1,0,"week  1","no_prob","1",0,"US"
"2037",1,3,1,4,"week  1","no_prob","1",1,"US"
"2039",1,1,1,0,"week  1","no_email","1",0,"US"
"2042",1,5,1,0,"week  1","prob_email","1",0,"US"
"2043",1,6,1,214,"week  1","rel_prob_email","1",1,"US"
"2044",1,5,1,0,"week  1","prob_email","1",0,"US"
"2045",1,2,1,0,"week  1","no_prob","1",0,"US"
"2048",1,1,1,0,"week  1","no_email","1",0,"US"
"2050",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2051",1,3,1,8,"week  1","no_prob","1",1,"US"
"2052",1,4,1,0,"week  1","prob_email","1",0,"US"
"2055",1,5,1,0,"week  1","prob_email","1",0,"US"
"2058",1,6,1,300,"week  1","rel_prob_email","1",1,"US"
"2059",1,1,1,0,"week  1","no_email","1",0,"US"
"2060",1,2,1,90,"week  1","no_prob","1",1,"US"
"2064",1,1,1,0,"week  1","no_email","1",0,"US"
"2071",1,1,1,0,"week  1","no_email","1",0,"US"
"2075",1,4,1,211,"week  1","prob_email","1",1,"US"
"2076",1,2,1,0,"week  1","no_prob","1",0,"US"
"2081",1,5,1,0,"week  1","prob_email","1",0,"US"
"2090",1,2,1,0,"week  1","no_prob","1",0,"US"
"2091",1,3,1,4,"week  1","no_prob","1",1,"US"
"2092",1,2,1,136,"week  1","no_prob","1",1,"US"
"2098",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2102",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2109",1,3,1,0,"week  1","no_prob","1",0,"US"
"2111",1,1,1,244,"week  1","no_email","1",1,"US"
"2112",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2117",1,5,1,0,"week  1","prob_email","1",0,"US"
"2118",1,6,1,92,"week  1","rel_prob_email","1",1,"US"
"2119",1,1,1,226,"week  1","no_email","1",1,"US"
"2120",1,4,1,0,"week  1","prob_email","1",0,"US"
"2125",1,3,1,0,"week  1","no_prob","1",0,"US"
"2127",1,1,1,0,"week  1","no_email","1",0,"US"
"2129",1,2,1,0,"week  1","no_prob","1",0,"US"
"2133",1,5,1,0,"week  1","prob_email","1",0,"US"
"2136",1,6,1,4,"week  1","rel_prob_email","1",1,"US"
"2138",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2144",1,5,1,8,"week  1","prob_email","1",1,"US"
"2149",1,7,1,142,"week  1","rel_prob_email","1",1,"US"
"2150",1,1,1,26,"week  1","no_email","1",1,"US"
"2155",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2156",1,2,1,0,"week  1","no_prob","1",0,"US"
"2159",1,1,1,0,"week  1","no_email","1",0,"US"
"2162",1,2,1,316,"week  1","no_prob","1",1,"US"
"2164",1,1,1,88,"week  1","no_email","1",1,"US"
"2167",1,6,1,40,"week  1","rel_prob_email","1",1,"US"
"2169",1,1,1,0,"week  1","no_email","1",0,"US"
"2172",1,7,1,130,"week  1","rel_prob_email","1",1,"US"
"2179",1,5,1,0,"week  1","prob_email","1",0,"US"
"2184",1,5,1,21,"week  1","prob_email","1",1,"US"
"2187",1,4,1,0,"week  1","prob_email","1",0,"US"
"2193",1,3,1,0,"week  1","no_prob","1",0,"US"
"2194",1,4,1,280,"week  1","prob_email","1",1,"US"
"2195",1,3,1,28,"week  1","no_prob","1",1,"US"
"2199",1,2,1,0,"week  1","no_prob","1",0,"US"
"2200",1,1,1,0,"week  1","no_email","1",0,"US"
"2204",1,1,1,12,"week  1","no_email","1",1,"US"
"2206",1,4,1,0,"week  1","prob_email","1",0,"US"
"2210",1,2,1,44,"week  1","no_prob","1",1,"US"
"2215",1,3,1,0,"week  1","no_prob","1",0,"US"
"2217",1,4,1,0,"week  1","prob_email","1",0,"US"
"2220",1,6,1,276,"week  1","rel_prob_email","1",1,"US"
"2224",1,4,1,0,"week  1","prob_email","1",0,"US"
"2225",1,3,1,0,"week  1","no_prob","1",0,"US"
"2231",1,1,1,0,"week  1","no_email","1",0,"US"
"2232",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2241",1,2,1,64,"week  1","no_prob","1",1,"US"
"2242",1,3,1,0,"week  1","no_prob","1",0,"US"
"2247",1,2,1,68,"week  1","no_prob","1",1,"US"
"2249",1,2,1,0,"week  1","no_prob","1",0,"US"
"2250",1,5,1,0,"week  1","prob_email","1",0,"US"
"2251",1,2,1,0,"week  1","no_prob","1",0,"US"
"2252",1,2,1,0,"week  1","no_prob","1",0,"US"
"2253",1,4,1,303,"week  1","prob_email","1",1,"US"
"2254",1,1,1,0,"week  1","no_email","1",0,"US"
"2256",1,2,1,0,"week  1","no_prob","1",0,"US"
"2260",1,4,1,0,"week  1","prob_email","1",0,"US"
"2261",1,2,1,12,"week  1","no_prob","1",1,"US"
"2266",1,5,1,0,"week  1","prob_email","1",0,"US"
"2276",1,7,1,118,"week  1","rel_prob_email","1",1,"US"
"2279",1,7,1,155,"week  1","rel_prob_email","1",1,"US"
"2283",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2284",1,5,1,0,"week  1","prob_email","1",0,"US"
"2287",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2288",1,7,1,16,"week  1","rel_prob_email","1",1,"US"
"2292",1,5,1,0,"week  1","prob_email","1",0,"US"
"2297",1,4,1,0,"week  1","prob_email","1",0,"US"
"2298",1,1,1,304,"week  1","no_email","1",1,"US"
"2300",1,1,1,0,"week  1","no_email","1",0,"US"
"2307",1,5,1,64,"week  1","prob_email","1",1,"US"
"2310",1,1,1,36,"week  1","no_email","1",1,"US"
"2315",1,3,1,0,"week  1","no_prob","1",0,"US"
"2318",1,4,1,0,"week  1","prob_email","1",0,"US"
"2321",1,1,1,0,"week  1","no_email","1",0,"US"
"2324",1,4,1,0,"week  1","prob_email","1",0,"US"
"2325",1,4,1,0,"week  1","prob_email","1",0,"US"
"2329",1,2,1,44,"week  1","no_prob","1",1,"US"
"2332",1,2,1,6,"week  1","no_prob","1",1,"US"
"2335",1,5,1,0,"week  1","prob_email","1",0,"US"
"2336",1,5,1,73,"week  1","prob_email","1",1,"US"
"2338",1,4,1,0,"week  1","prob_email","1",0,"US"
"2342",1,3,1,0,"week  1","no_prob","1",0,"US"
"2343",1,3,1,156,"week  1","no_prob","1",1,"US"
"2346",1,4,1,0,"week  1","prob_email","1",0,"US"
"2347",1,5,1,0,"week  1","prob_email","1",0,"US"
"2349",1,1,1,0,"week  1","no_email","1",0,"US"
"2350",1,5,1,0,"week  1","prob_email","1",0,"US"
"2355",1,3,1,0,"week  1","no_prob","1",0,"US"
"2358",1,6,1,308,"week  1","rel_prob_email","1",1,"US"
"2362",1,7,1,88,"week  1","rel_prob_email","1",1,"US"
"2365",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2371",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2373",1,2,1,0,"week  1","no_prob","1",0,"US"
"2377",1,5,1,0,"week  1","prob_email","1",0,"US"
"2379",1,2,1,0,"week  1","no_prob","1",0,"US"
"2384",1,4,1,56,"week  1","prob_email","1",1,"US"
"2389",1,5,1,263,"week  1","prob_email","1",1,"US"
"2393",1,4,1,0,"week  1","prob_email","1",0,"US"
"2396",1,3,1,0,"week  1","no_prob","1",0,"US"
"2398",1,6,1,193,"week  1","rel_prob_email","1",1,"US"
"2399",1,4,1,0,"week  1","prob_email","1",0,"US"
"2402",1,7,1,44,"week  1","rel_prob_email","1",1,"US"
"2406",1,5,1,0,"week  1","prob_email","1",0,"US"
"2409",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2410",1,1,1,16,"week  1","no_email","1",1,"US"
"2412",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2414",1,5,1,204,"week  1","prob_email","1",1,"US"
"2416",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2418",1,7,1,164,"week  1","rel_prob_email","1",1,"US"
"2423",1,4,1,76,"week  1","prob_email","1",1,"US"
"2424",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2430",1,5,1,0,"week  1","prob_email","1",0,"US"
"2432",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2441",1,4,1,0,"week  1","prob_email","1",0,"US"
"2443",1,6,1,8,"week  1","rel_prob_email","1",1,"US"
"2445",1,5,1,176,"week  1","prob_email","1",1,"US"
"2446",1,5,1,0,"week  1","prob_email","1",0,"US"
"2450",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2454",1,5,1,0,"week  1","prob_email","1",0,"US"
"2455",1,2,1,0,"week  1","no_prob","1",0,"US"
"2456",1,7,1,270,"week  1","rel_prob_email","1",1,"US"
"2462",1,4,1,240,"week  1","prob_email","1",1,"US"
"2465",1,3,1,140,"week  1","no_prob","1",1,"US"
"2466",1,1,1,0,"week  1","no_email","1",0,"US"
"2468",1,3,1,0,"week  1","no_prob","1",0,"US"
"2469",1,3,1,0,"week  1","no_prob","1",0,"US"
"2473",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2474",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2477",1,3,1,287,"week  1","no_prob","1",1,"US"
"2480",1,5,1,0,"week  1","prob_email","1",0,"US"
"2482",1,6,1,188,"week  1","rel_prob_email","1",1,"US"
"2483",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2484",1,5,1,0,"week  1","prob_email","1",0,"US"
"2485",1,1,1,0,"week  1","no_email","1",0,"US"
"2489",1,7,1,86,"week  1","rel_prob_email","1",1,"US"
"2490",1,1,1,0,"week  1","no_email","1",0,"US"
"2493",1,4,1,0,"week  1","prob_email","1",0,"US"
"2494",1,5,1,188,"week  1","prob_email","1",1,"US"
"2496",1,1,1,0,"week  1","no_email","1",0,"US"
"2497",1,4,1,234,"week  1","prob_email","1",1,"US"
"2498",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2501",1,4,1,0,"week  1","prob_email","1",0,"US"
"2502",1,3,1,0,"week  1","no_prob","1",0,"US"
"2504",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2505",1,3,1,32,"week  1","no_prob","1",1,"US"
"2508",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2511",1,3,1,290,"week  1","no_prob","1",1,"US"
"2516",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2522",1,4,1,0,"week  1","prob_email","1",0,"US"
"2524",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2528",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2529",1,7,1,156,"week  1","rel_prob_email","1",1,"US"
"2531",1,7,1,143,"week  1","rel_prob_email","1",1,"US"
"2534",1,3,1,0,"week  1","no_prob","1",0,"US"
"2535",1,3,1,0,"week  1","no_prob","1",0,"US"
"2537",1,2,1,0,"week  1","no_prob","1",0,"US"
"2540",1,1,1,8,"week  1","no_email","1",1,"US"
"2545",1,4,1,100,"week  1","prob_email","1",1,"US"
"2551",1,1,1,176,"week  1","no_email","1",1,"US"
"2552",1,1,1,0,"week  1","no_email","1",0,"US"
"2557",1,3,1,0,"week  1","no_prob","1",0,"US"
"2558",1,4,1,12,"week  1","prob_email","1",1,"US"
"2560",1,3,1,0,"week  1","no_prob","1",0,"US"
"2561",1,1,1,24,"week  1","no_email","1",1,"US"
"2566",1,3,1,0,"week  1","no_prob","1",0,"US"
"2567",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2570",1,5,1,0,"week  1","prob_email","1",0,"US"
"2572",1,1,1,0,"week  1","no_email","1",0,"US"
"2573",1,2,1,0,"week  1","no_prob","1",0,"US"
"2574",1,2,1,0,"week  1","no_prob","1",0,"US"
"2577",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2579",1,7,1,332,"week  1","rel_prob_email","1",1,"US"
"2588",1,2,1,62,"week  1","no_prob","1",1,"US"
"2590",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2593",1,7,1,2220,"week  1","rel_prob_email","1",1,"US"
"2595",1,5,1,90,"week  1","prob_email","1",1,"US"
"2601",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2605",1,2,1,102,"week  1","no_prob","1",1,"US"
"2606",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2607",1,3,1,20,"week  1","no_prob","1",1,"US"
"2608",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2612",1,5,1,0,"week  1","prob_email","1",0,"US"
"2614",1,5,1,0,"week  1","prob_email","1",0,"US"
"2615",1,1,1,0,"week  1","no_email","1",0,"US"
"2616",1,1,1,225,"week  1","no_email","1",1,"US"
"2619",1,5,1,0,"week  1","prob_email","1",0,"US"
"2622",1,1,1,0,"week  1","no_email","1",0,"US"
"2627",1,2,1,0,"week  1","no_prob","1",0,"US"
"2630",1,5,1,312,"week  1","prob_email","1",1,"US"
"2632",1,3,1,0,"week  1","no_prob","1",0,"US"
"2634",1,4,1,0,"week  1","prob_email","1",0,"US"
"2640",1,2,1,0,"week  1","no_prob","1",0,"US"
"2642",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2645",1,5,1,224,"week  1","prob_email","1",1,"US"
"2647",1,3,1,0,"week  1","no_prob","1",0,"US"
"2649",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2656",1,2,1,0,"week  1","no_prob","1",0,"US"
"2659",1,3,1,128,"week  1","no_prob","1",1,"US"
"2660",1,3,1,0,"week  1","no_prob","1",0,"US"
"2664",1,3,1,0,"week  1","no_prob","1",0,"US"
"2665",1,5,1,0,"week  1","prob_email","1",0,"US"
"2666",1,5,1,0,"week  1","prob_email","1",0,"US"
"2668",1,3,1,0,"week  1","no_prob","1",0,"US"
"2672",1,4,1,304,"week  1","prob_email","1",1,"US"
"2675",1,1,1,340,"week  1","no_email","1",1,"US"
"2691",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2692",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2693",1,3,1,332,"week  1","no_prob","1",1,"US"
"2695",1,1,1,684,"week  1","no_email","1",1,"US"
"2697",1,1,1,141,"week  1","no_email","1",1,"US"
"2699",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2703",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2707",1,5,1,0,"week  1","prob_email","1",0,"US"
"2712",1,4,1,184,"week  1","prob_email","1",1,"US"
"2725",1,4,1,230,"week  1","prob_email","1",1,"US"
"2726",1,5,1,212,"week  1","prob_email","1",1,"US"
"2727",1,2,1,0,"week  1","no_prob","1",0,"US"
"2731",1,5,1,240,"week  1","prob_email","1",1,"US"
"2734",1,1,1,196,"week  1","no_email","1",1,"US"
"2735",1,5,1,0,"week  1","prob_email","1",0,"US"
"2736",1,5,1,0,"week  1","prob_email","1",0,"US"
"2739",1,5,1,0,"week  1","prob_email","1",0,"US"
"2740",1,1,1,244,"week  1","no_email","1",1,"US"
"2741",1,1,1,0,"week  1","no_email","1",0,"US"
"2742",1,1,1,0,"week  1","no_email","1",0,"US"
"2743",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2748",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2752",1,6,1,0,"week  1","rel_prob_email","1",0,"US"
"2753",1,7,1,58,"week  1","rel_prob_email","1",1,"US"
"2762",1,5,1,0,"week  1","prob_email","1",0,"US"
"2769",1,2,1,406,"week  1","no_prob","1",1,"US"
"2770",1,4,1,0,"week  1","prob_email","1",0,"US"
"2771",1,7,1,0,"week  1","rel_prob_email","1",0,"US"
"2776",1,3,1,153,"week  1","no_prob","1",1,"US"
"2779",1,3,1,0,"week  1","no_prob","1",0,"US"
"2782",1,7,1,24,"week  1","rel_prob_email","1",1,"US"
"2788",1,4,1,183,"week  1","prob_email","1",1,"US"
"2793",1,6,1,91,"week  1","rel_prob_email","1",1,"US"
